"","PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked"
"247","247","0","3","Lindahl,_Miss._Agda_Thorilda_Viktoria","female",25,0,0,"347071",7.775,"","Southampton"
"248","248","1","2","Hamalainen,_Mrs._William_(Anna)","female",24,0,2,"250649",14.5,"","Southampton"
"249","249","1","1","Beckwith,_Mr._Richard_Leonard","male",37,1,1,"11751",52.5542,"D35","Southampton"
"250","250","0","2","Carter,_Rev._Ernest_Courtenay","male",54,1,0,"244252",26,"","Southampton"
"251","251","0","3","Reed,_Mr._James_George","male",31.695491408349,0,0,"362316",7.25,"","Southampton"
"252","252","0","3","Strom,_Mrs._Wilhelm_(Elna_Matilda_Persson)","female",29,1,1,"347054",10.4625,"G6","Southampton"
"253","253","0","1","Stead,_Mr._William_Thomas","male",62,0,0,"113514",26.55,"C87","Southampton"
"254","254","0","3","Lobb,_Mr._William_Arthur","male",30,1,0,"A/5._3336",16.1,"","Southampton"
"255","255","0","3","Rosblom,_Mrs._Viktor_(Helena_Wilhelmina)","female",41,0,2,"370129",20.2125,"","Southampton"
"256","256","1","3","Touma,_Mrs._Darwis_(Hanne_Youssef_Razi)","female",29,0,2,"2650",15.2458,"","Cherbourg"
"257","257","1","1","Thorne,_Mrs._Gertrude_Maybelle","female",33.6497638669748,0,0,"PC_17585",79.2,"","Cherbourg"
"258","258","1","1","Cherry,_Miss._Gladys","female",30,0,0,"110152",86.5,"B77","Southampton"
"259","259","1","1","Ward,_Miss._Anna","female",35,0,0,"PC_17755",512.3292,"","Cherbourg"
"260","260","1","2","Parrish,_Mrs._(Lutie_Davis)","female",50,0,1,"230433",26,"","Southampton"
"261","261","0","3","Smith,_Mr._Thomas","male",31.7289638662255,0,0,"384461",7.75,"","Queenstown"
"262","262","1","3","Asplund,_Master._Edvin_Rojj_Felix","male",3,4,2,"347077",31.3875,"","Southampton"
"263","263","0","1","Taussig,_Mr._Emil","male",52,1,1,"110413",79.65,"E67","Southampton"
"264","264","0","1","Harrison,_Mr._William","male",40,0,0,"112059",0,"B94","Southampton"
"265","265","0","3","Henry,_Miss._Delia","female",31.9147601985158,0,0,"382649",7.75,"","Queenstown"
"266","266","0","2","Reeves,_Mr._David","male",36,0,0,"C.A._17248",10.5,"","Southampton"
"267","267","0","3","Panula,_Mr._Ernesti_Arvid","male",16,4,1,"3101295",39.6875,"","Southampton"
"268","268","1","3","Persson,_Mr._Ernst_Ulrik","male",25,1,0,"347083",7.775,"","Southampton"
"269","269","1","1","Graham,_Mrs._William_Thompson_(Edith_Junkins)","female",58,0,1,"PC_17582",153.4625,"C125","Southampton"
"270","270","1","1","Bissette,_Miss._Amelia","female",35,0,0,"PC_17760",135.6333,"C99","Southampton"
"271","271","0","1","Cairns,_Mr._Alexander","male",33.285433157482,0,0,"113798",31,"","Southampton"
"272","272","1","3","Tornquist,_Mr._William_Henry","male",25,0,0,"LINE",0,"","Southampton"
"273","273","1","2","Mellinger,_Mrs._(Elizabeth_Anne_Maidment)","female",41,0,1,"250644",19.5,"","Southampton"
"274","274","0","1","Natsch,_Mr._Charles_H","male",37,0,1,"PC_17596",29.7,"C118","Cherbourg"
"275","275","1","3","Healy,_Miss._Hanora_""Nora""","female",28.8665496364253,0,0,"370375",7.75,"","Queenstown"
"276","276","1","1","Andrews,_Miss._Kornelia_Theodosia","female",63,1,0,"13502",77.9583,"D7","Southampton"
"277","277","0","3","Lindblom,_Miss._Augusta_Charlotta","female",45,0,0,"347073",7.75,"","Southampton"
"278","278","0","2","Parkes,_Mr._Francis_""Frank""","male",31.21014076914,0,0,"239853",0,"","Southampton"
"279","279","0","3","Rice,_Master._Eric","male",7,4,1,"382652",29.125,"","Queenstown"
"280","280","1","3","Abbott,_Mrs._Stanton_(Rosa_Hunt)","female",35,1,1,"C.A._2673",20.25,"","Southampton"
"281","281","0","3","Duane,_Mr._Frank","male",65,0,0,"336439",7.75,"","Queenstown"
"282","282","0","3","Olsson,_Mr._Nils_Johan_Goransson","male",28,0,0,"347464",7.8542,"","Southampton"
"283","283","0","3","de_Pelsmaeker,_Mr._Alfons","male",16,0,0,"345778",9.5,"","Southampton"
"284","284","1","3","Dorking,_Mr._Edward_Arthur","male",19,0,0,"A/5._10482",8.05,"","Southampton"
"285","285","0","1","Smith,_Mr._Richard_William","male",32.9507085787171,0,0,"113056",26,"A19","Southampton"
"286","286","0","3","Stankovic,_Mr._Ivan","male",33,0,0,"349239",8.6625,"","Cherbourg"
"287","287","1","3","de_Mulder,_Mr._Theodore","male",30,0,0,"345774",9.5,"","Southampton"
"288","288","0","3","Naidenoff,_Mr._Penko","male",22,0,0,"349206",7.8958,"","Southampton"
"289","289","1","2","Hosono,_Mr._Masabumi","male",42,0,0,"237798",13,"","Southampton"
"290","290","1","3","Connolly,_Miss._Kate","female",22,0,0,"370373",7.75,"","Queenstown"
"291","291","1","1","Barber,_Miss._Ellen_""Nellie""","female",26,0,0,"19877",78.85,"","Southampton"
"292","292","1","1","Bishop,_Mrs._Dickinson_H_(Helen_Walton)","female",19,1,0,"11967",91.0792,"B49","Cherbourg"
"293","293","0","2","Levy,_Mr._Rene_Jacques","male",36,0,0,"SC/Paris_2163",12.875,"D","Cherbourg"
"294","294","0","3","Haas,_Miss._Aloisia","female",24,0,0,"349236",8.85,"","Southampton"
"295","295","0","3","Mineff,_Mr._Ivan","male",24,0,0,"349233",7.8958,"","Southampton"
"296","296","0","1","Lewy,_Mr._Ervin_G","male",33.0659073897448,0,0,"PC_17612",27.7208,"","Cherbourg"
"297","297","0","3","Hanna,_Mr._Mansour","male",23.5,0,0,"2693",7.2292,"","Cherbourg"
"298","298","0","1","Allison,_Miss._Helen_Loraine","female",2,1,2,"113781",151.55,"C22_C26","Southampton"
"299","299","1","1","Saalfeld,_Mr._Adolphe","male",30.203750137515,0,0,"19988",30.5,"C106","Southampton"
"300","300","1","1","Baxter,_Mrs._James_(Helene_DeLaudeniere_Chaput)","female",50,0,1,"PC_17558",247.5208,"B58_B60","Cherbourg"
"301","301","1","3","Kelly,_Miss._Anna_Katherine_""Annie_Kate""","female",28.8665496364253,0,0,"9234",7.75,"","Queenstown"
"302","302","1","3","McCoy,_Mr._Bernard","male",22.1669625302724,2,0,"367226",23.25,"","Queenstown"
"303","303","0","3","Johnson,_Mr._William_Cahoone_Jr","male",19,0,0,"LINE",0,"","Southampton"
"304","304","1","2","Keane,_Miss._Nora_A","female",29.174496248889,0,0,"226593",12.35,"E101","Queenstown"
"305","305","0","3","Williams,_Mr._Howard_Hugh_""Harry""","male",31.7490473409514,0,0,"A/5_2466",8.05,"","Southampton"
"306","306","1","1","Allison,_Master._Hudson_Trevor","male",0.92,1,2,"113781",151.55,"C22_C26","Southampton"
"307","307","1","1","Fleming,_Miss._Margaret","female",35.7707997162508,0,0,"17421",110.8833,"","Cherbourg"
"308","308","1","1","Penasco_y_Castellana,_Mrs._Victor_de_Satode_(Maria_Josefa_Perez_de_Soto_y_Vallejo)","female",17,1,0,"PC_17758",108.9,"C65","Cherbourg"
"309","309","0","2","Abelson,_Mr._Samuel","male",30,1,0,"P/PP_3381",24,"","Cherbourg"
"310","310","1","1","Francatelli,_Miss._Laura_Mabel","female",30,0,0,"PC_17485",56.9292,"E36","Cherbourg"
"311","311","1","1","Hays,_Miss._Margaret_Bechstein","female",24,0,0,"11767",83.1583,"C54","Cherbourg"
"312","312","1","1","Ryerson,_Miss._Emily_Borie","female",18,2,2,"PC_17608",262.375,"B57_B59_B63_B66","Cherbourg"
"313","313","0","2","Lahtinen,_Mrs._William_(Anna_Sylfven)","female",26,1,1,"250651",26,"","Southampton"
"314","314","0","3","Hendekovic,_Mr._Ignjac","male",28,0,0,"349243",7.8958,"","Southampton"
"315","315","0","2","Hart,_Mr._Benjamin","male",43,1,1,"F.C.C._13529",26.25,"","Southampton"
"316","316","1","3","Nilsson,_Miss._Helmina_Josefina","female",26,0,0,"347470",7.8542,"","Southampton"
"317","317","1","2","Kantor,_Mrs._Sinai_(Miriam_Sternin)","female",24,1,0,"244367",26,"","Southampton"
"318","318","0","2","Moraweck,_Dr._Ernest","male",54,0,0,"29011",14,"","Southampton"
"319","319","1","1","Wick,_Miss._Mary_Natalie","female",31,0,2,"36928",164.8667,"C7","Southampton"
"320","320","1","1","Spedden,_Mrs._Frederic_Oakley_(Margaretta_Corning_Stone)","female",40,1,1,"16966",134.5,"E34","Cherbourg"
"321","321","0","3","Dennis,_Mr._Samuel","male",22,0,0,"A/5_21172",7.25,"","Southampton"
"322","322","0","3","Danoff,_Mr._Yoto","male",27,0,0,"349219",7.8958,"","Southampton"
"323","323","1","2","Slayter,_Miss._Hilda_Mary","female",30,0,0,"234818",12.35,"","Queenstown"
"324","324","1","2","Caldwell,_Mrs._Albert_Francis_(Sylvia_Mae_Harbaugh)","female",22,1,1,"248738",29,"","Southampton"
"325","325","0","3","Sage,_Mr._George_John_Jr","male",2.02019132055019,8,2,"CA._2343",69.55,"","Southampton"
"326","326","1","1","Young,_Miss._Marie_Grice","female",36,0,0,"PC_17760",135.6333,"C32","Cherbourg"
"327","327","0","3","Nysveen,_Mr._Johan_Hansen","male",61,0,0,"345364",6.2375,"","Southampton"
"328","328","1","2","Ball,_Mrs._(Ada_E_Hall)","female",36,0,0,"28551",13,"D","Southampton"
"329","329","1","3","Goldsmith,_Mrs._Frank_John_(Emily_Alice_Brown)","female",31,1,1,"363291",20.525,"","Southampton"
"330","330","1","1","Hippach,_Miss._Jean_Gertrude","female",16,0,1,"111361",57.9792,"B18","Cherbourg"
"331","331","1","3","McCoy,_Miss._Agnes","female",22.3527588625627,2,0,"367226",23.25,"","Queenstown"
"332","332","0","1","Partner,_Mr._Austen","male",45.5,0,0,"113043",28.5,"C124","Southampton"
"333","333","0","1","Graham,_Mr._George_Edward","male",38,0,1,"PC_17582",153.4625,"C91","Southampton"
"334","334","0","3","Vander_Planke,_Mr._Leo_Edmondus","male",16,2,0,"345764",18,"","Southampton"
"335","335","1","1","Frauenthal,_Mrs._Henry_William_(Clara_Heinsheimer)","female",33.5191960457071,1,0,"PC_17611",133.65,"","Southampton"
"336","336","0","3","Denkoff,_Mr._Mitto","male",31.7387244349423,0,0,"349225",7.8958,"","Southampton"
"337","337","0","1","Pears,_Mr._Thomas_Clinton","male",29,1,0,"113776",66.6,"C2","Southampton"
"338","338","1","1","Burns,_Miss._Elizabeth_Margaret","female",41,0,0,"16966",134.5,"E40","Cherbourg"
"339","339","1","3","Dahl,_Mr._Karl_Edwart","male",45,0,0,"7598",8.05,"","Southampton"
"340","340","0","1","Blackwell,_Mr._Stephen_Weart","male",45,0,0,"113784",35.5,"T","Southampton"
"341","341","1","2","Navratil,_Master._Edmond_Roger","male",2,1,1,"230080",26,"F2","Southampton"
"342","342","1","1","Fortune,_Miss._Alice_Elizabeth","female",24,3,2,"19950",263,"C23_C25_C27","Southampton"
"343","343","0","2","Collander,_Mr._Erik_Gustaf","male",28,0,0,"248740",13,"","Southampton"
"344","344","0","2","Sedgwick,_Mr._Charles_Frederick_Waddington","male",25,0,0,"244361",13,"","Southampton"
"345","345","0","2","Fox,_Mr._Stanley_Hubert","male",36,0,0,"229236",13,"","Southampton"
"346","346","1","2","Brown,_Miss._Amelia_""Mildred""","female",24,0,0,"248733",13,"F33","Southampton"
"347","347","1","2","Smith,_Miss._Marion_Elsie","female",40,0,0,"31418",13,"","Southampton"
"348","348","1","3","Davison,_Mrs._Thomas_Henry_(Mary_E_Finck)","female",25.6498211989458,1,0,"386525",16.1,"","Southampton"
"349","349","1","3","Coutts,_Master._William_Loch_""William""","male",3,1,1,"C.A._37671",15.9,"","Southampton"
"350","350","0","3","Dimic,_Mr._Jovan","male",42,0,0,"315088",8.6625,"","Southampton"
"351","351","0","3","Odahl,_Mr._Nils_Martin","male",23,0,0,"7267",9.225,"","Southampton"
"352","352","0","1","Williams-Lambert,_Mr._Fletcher_Fellows","male",33.5532128204938,0,0,"113510",35,"C128","Southampton"
"353","353","0","3","Elias,_Mr._Tannous","male",15,1,1,"2695",7.2292,"","Cherbourg"
"354","354","0","3","Arnold-Franchi,_Mr._Josef","male",25,1,0,"349237",17.8,"","Southampton"
"355","355","0","3","Yousif,_Mr._Wazli","male",31.6938177854552,0,0,"2647",7.225,"","Cherbourg"
"356","356","0","3","Vanden_Steen,_Mr._Leo_Peter","male",28,0,0,"345783",9.5,"","Southampton"
"357","357","1","1","Bowerman,_Miss._Elsie_Edith","female",22,0,1,"113505",55,"E33","Southampton"
"358","358","0","2","Funk,_Miss._Annie_Clemmer","female",38,0,0,"237671",13,"","Southampton"
"359","359","1","3","McGovern,_Miss._Mary","female",28.8751989195406,0,0,"330931",7.8792,"","Queenstown"
"360","360","1","3","Mockler,_Miss._Helen_Mary_""Ellie""","female",28.8751989195406,0,0,"330980",7.8792,"","Queenstown"
"361","361","0","3","Skoog,_Mr._Wilhelm","male",40,1,4,"347088",27.9,"","Southampton"
"362","362","0","2","del_Carlo,_Mr._Sebastiano","male",29,1,0,"SC/PARIS_2167",27.7208,"","Cherbourg"
"363","363","0","3","Barbara,_Mrs._(Catherine_David)","female",45,0,1,"2691",14.4542,"","Cherbourg"
"364","364","0","3","Asim,_Mr._Adola","male",35,0,0,"SOTON/O.Q._3101310",7.05,"","Southampton"
"365","365","0","3","O'Brien,_Mr._Thomas","male",28.4720684792942,1,0,"370365",15.5,"","Queenstown"
"366","366","0","3","Adahl,_Mr._Mauritz_Nils_Martin","male",30,0,0,"C_7076",7.25,"","Southampton"
"367","367","1","1","Warren,_Mrs._Frank_Manley_(Anna_Sophia_Atkinson)","female",60,1,0,"110813",75.25,"D37","Cherbourg"
"368","368","1","3","Moussa,_Mrs._(Mantoura_Boulos)","female",28.8316847243012,0,0,"2626",7.2292,"","Cherbourg"
"369","369","1","3","Jermyn,_Miss._Annie","female",28.8665496364253,0,0,"14313",7.75,"","Queenstown"
"370","370","1","1","Aubart,_Mme._Leontine_Pauline","female",24,0,0,"PC_17477",69.3,"B35","Cherbourg"
"371","371","1","1","Harder,_Mr._George_Achilles","male",25,1,0,"11765",55.4417,"E50","Cherbourg"
"372","372","0","3","Wiklund,_Mr._Jakob_Alfred","male",18,1,0,"3101267",6.4958,"","Southampton"
"373","373","0","3","Beavan,_Mr._William_Thomas","male",19,0,0,"323951",8.05,"","Southampton"
"374","374","0","1","Ringhini,_Mr._Sante","male",22,0,0,"PC_17760",135.6333,"","Cherbourg"
"375","375","0","3","Palsson,_Miss._Stina_Viola","female",3,3,1,"349909",21.075,"","Southampton"
"376","376","1","1","Meyer,_Mrs._Edgar_Joseph_(Leila_Saks)","female",30.0729253386769,1,0,"PC_17604",82.1708,"","Cherbourg"
"377","377","1","3","Landergren,_Miss._Aurora_Adelia","female",22,0,0,"C_7077",7.25,"","Southampton"
"378","378","0","1","Widener,_Mr._Harry_Elkins","male",27,0,2,"113503",211.5,"C82","Cherbourg"
"379","379","0","3","Betros,_Mr._Tannous","male",20,0,0,"2648",4.0125,"","Cherbourg"
"380","380","0","3","Gustafsson,_Mr._Karl_Gideon","male",19,0,0,"347069",7.775,"","Southampton"
"381","381","1","1","Bidois,_Miss._Rosalie","female",42,0,0,"PC_17757",227.525,"","Cherbourg"
"382","382","1","3","Nakid,_Miss._Maria_(""Mary"")","female",1,0,2,"2653",15.7417,"","Cherbourg"
"383","383","0","3","Tikkanen,_Mr._Juho","male",32,0,0,"STON/O_2._3101293",7.925,"","Southampton"
"384","384","1","1","Holverson,_Mrs._Alexander_Oskar_(Mary_Aline_Towner)","female",35,1,0,"113789",52,"","Southampton"
"385","385","0","3","Plotcharsky,_Mr._Vasil","male",31.7387244349423,0,0,"349227",7.8958,"","Southampton"
"386","386","0","2","Davies,_Mr._Charles_Henry","male",18,0,0,"S.O.C._14879",73.5,"","Southampton"
"387","387","0","3","Goodwin,_Master._Sidney_Leonard","male",1,5,2,"CA_2144",46.9,"","Southampton"
"388","388","1","2","Buss,_Miss._Kate","female",36,0,0,"27849",13,"","Southampton"
"389","389","0","3","Sadlier,_Mr._Matthew","male",31.7275714119778,0,0,"367655",7.7292,"","Queenstown"
"390","390","1","2","Lehmann,_Miss._Bertha","female",17,0,0,"SC_1748",12,"","Cherbourg"
"391","391","1","1","Carter,_Mr._William_Ernest","male",36,1,2,"113760",120,"B96_B98","Southampton"
"392","392","1","3","Jansson,_Mr._Carl_Olof","male",21,0,0,"350034",7.7958,"","Southampton"
"393","393","0","3","Gustafsson,_Mr._Johan_Birger","male",28,2,0,"3101277",7.925,"","Southampton"
"394","394","1","1","Newell,_Miss._Marjorie","female",23,1,0,"35273",113.275,"D36","Cherbourg"
"395","395","1","3","Sandstrom,_Mrs._Hjalmar_(Agnes_Charlotta_Bengtsson)","female",24,0,2,"PP_9549",16.7,"G6","Southampton"
"396","396","0","3","Johansson,_Mr._Erik","male",22,0,0,"350052",7.7958,"","Southampton"
"397","397","0","3","Olsson,_Miss._Elina","female",31,0,0,"350407",7.8542,"","Southampton"
"398","398","0","2","McKane,_Mr._Peter_David","male",46,0,0,"28403",26,"","Southampton"
"399","399","0","2","Pain,_Dr._Alfred","male",23,0,0,"244278",10.5,"","Southampton"
"400","400","1","2","Trout,_Mrs._William_H_(Jessie_L)","female",28,0,0,"240929",12.65,"","Southampton"
"401","401","1","3","Niskanen,_Mr._Juha","male",39,0,0,"STON/O_2._3101289",7.925,"","Southampton"
"402","402","0","3","Adams,_Mr._John","male",26,0,0,"341826",8.05,"","Southampton"
"403","403","0","3","Jussila,_Miss._Mari_Aina","female",21,1,0,"4137",9.825,"","Southampton"
"404","404","0","3","Hakkarainen,_Mr._Pekka_Pietari","male",28,1,0,"STON/O2._3101279",15.85,"","Southampton"
"405","405","0","3","Oreskovic,_Miss._Marija","female",20,0,0,"315096",8.6625,"","Southampton"
"406","406","0","2","Gale,_Mr._Shadrach","male",34,1,0,"28664",21,"","Southampton"
"407","407","0","3","Widegren,_Mr._Carl/Charles_Peter","male",51,0,0,"347064",7.75,"","Southampton"
"408","408","1","2","Richards,_Master._William_Rowe","male",3,1,1,"29106",18.75,"","Southampton"
"409","409","0","3","Birkeland,_Mr._Hans_Martin_Monsen","male",21,0,0,"312992",7.775,"","Southampton"
"410","410","0","3","Lefebre,_Miss._Ida","female",19.9535375018489,3,1,"4133",25.4667,"","Southampton"
"411","411","0","3","Sdycoff,_Mr._Todor","male",31.7387244349423,0,0,"349222",7.8958,"","Southampton"
"412","412","0","3","Hart,_Mr._Henry","male",31.6692690848486,0,0,"394140",6.8583,"","Queenstown"
"413","413","1","1","Minahan,_Miss._Daisy_E","female",33,1,0,"19928",90,"C78","Queenstown"
"414","414","0","2","Cunningham,_Mr._Alfred_Fleming","male",31.21014076914,0,0,"239853",0,"","Southampton"
"415","415","1","3","Sundman,_Mr._Johan_Julian","male",44,0,0,"STON/O_2._3101269",7.925,"","Southampton"
"416","416","0","3","Meek,_Mrs._Thomas_(Annie_Louise_Rowley)","female",31.9348436732417,0,0,"343095",8.05,"","Southampton"
"417","417","1","2","Drew,_Mrs._James_Vivian_(Lulu_Thorne_Christian)","female",34,1,1,"28220",32.5,"","Southampton"
"418","418","1","2","Silven,_Miss._Lyyli_Karoliina","female",18,0,2,"250652",13,"","Southampton"
"419","419","0","2","Matthews,_Mr._William_John","male",30,0,0,"28228",13,"","Southampton"
"420","420","0","3","Van_Impe,_Miss._Catharina","female",10,0,2,"345773",24.15,"","Southampton"
"421","421","0","3","Gheorgheff,_Mr._Stanio","male",31.7387244349423,0,0,"349254",7.8958,"","Cherbourg"
"422","422","0","3","Charters,_Mr._David","male",21,0,0,"A/5._13032",7.7333,"","Queenstown"
"423","423","0","3","Zimmerman,_Mr._Leo","male",29,0,0,"315082",7.875,"","Southampton"
"424","424","0","3","Danbom,_Mrs._Ernst_Gilbert_(Anna_Sigrid_Maria_Brogren)","female",28,1,1,"347080",14.4,"","Southampton"
"425","425","0","3","Rosblom,_Mr._Viktor_Richard","male",18,1,1,"370129",20.2125,"","Southampton"
"426","426","0","3","Wiseman,_Mr._Phillippe","male",31.695491408349,0,0,"A/4._34244",7.25,"","Southampton"
"427","427","1","2","Clarke,_Mrs._Charles_V_(Ada_Maria_Winfield)","female",28,1,0,"2003",26,"","Southampton"
"428","428","1","2","Phillips,_Miss._Kate_Florence_(""Mrs_Kate_Louise_Phillips_Marshall"")","female",19,0,0,"250655",26,"","Southampton"
"429","429","0","3","Flynn,_Mr._James","male",31.7289638662255,0,0,"364851",7.75,"","Queenstown"
"430","430","1","3","Pickard,_Mr._Berk_(Berk_Trembisky)","male",32,0,0,"SOTON/O.Q._392078",8.05,"E10","Southampton"
"431","431","1","1","Bjornstrom-Steffansson,_Mr._Mauritz_Hakan","male",28,0,0,"110564",26.55,"C52","Southampton"
"432","432","1","3","Thorneycroft,_Mrs._Percival_(Florence_Kate_White)","female",25.6498211989458,1,0,"376564",16.1,"","Southampton"
"433","433","1","2","Louch,_Mrs._Charles_Alexander_(Alice_Adelaide_Slow)","female",42,1,0,"SC/AH_3085",26,"","Southampton"
"434","434","0","3","Kallio,_Mr._Nikolai_Erland","male",17,0,0,"STON/O_2._3101274",7.125,"","Southampton"
"435","435","0","1","Silvey,_Mr._William_Baird","male",50,1,0,"13507",55.9,"E44","Southampton"
"436","436","1","1","Carter,_Miss._Lucile_Polk","female",14,1,2,"113760",120,"B96_B98","Southampton"
"437","437","0","3","Ford,_Miss._Doolina_Margaret_""Daisy""","female",21,2,2,"W./C._6608",34.375,"","Southampton"
"438","438","1","2","Richards,_Mrs._Sidney_(Emily_Hocking)","female",24,2,3,"29106",18.75,"","Southampton"
"439","439","0","1","Fortune,_Mr._Mark","male",64,1,4,"19950",263,"C23_C25_C27","Southampton"
"440","440","0","2","Kvillner,_Mr._Johan_Henrik_Johannesson","male",31,0,0,"C.A._18723",10.5,"","Southampton"
"441","441","1","2","Hart,_Mrs._Benjamin_(Esther_Ada_Bloomfield)","female",45,1,1,"F.C.C._13529",26.25,"","Southampton"
"442","442","0","3","Hampe,_Mr._Leon","male",20,0,0,"345769",9.5,"","Southampton"
"443","443","0","3","Petterson,_Mr._Johan_Emil","male",25,1,0,"347076",7.775,"","Southampton"
"444","444","1","2","Reynaldo,_Ms._Encarnacion","female",28,0,0,"230434",13,"","Southampton"
"445","445","1","3","Johannesen-Bratthammer,_Mr._Bernt","male",28.7050208360954,0,0,"65306",8.1125,"","Southampton"
"446","446","1","1","Dodge,_Master._Washington","male",4,0,2,"33638",81.8583,"A34","Southampton"
"447","447","1","2","Mellinger,_Miss._Madeleine_Violet","female",13,0,1,"250644",19.5,"","Southampton"
"448","448","1","1","Seward,_Mr._Frederic_Kimber","male",34,0,0,"113794",26.55,"","Southampton"
"449","449","1","3","Baclini,_Miss._Marie_Catherine","female",5,2,1,"2666",19.2583,"","Cherbourg"
"450","450","1","1","Peuchen,_Major._Arthur_Godfrey","male",52,0,0,"113786",30.5,"C104","Southampton"
"451","451","0","2","West,_Mr._Edwy_Arthur","male",36,1,2,"C.A._34651",27.75,"","Southampton"
"452","452","0","3","Hagland,_Mr._Ingvald_Olai_Olsen","male",28.7710913344879,1,0,"65303",19.9667,"","Southampton"
"453","453","0","1","Foreman,_Mr._Benjamin_Laventall","male",30,0,0,"113051",27.75,"C111","Cherbourg"
"454","454","1","1","Goldenberg,_Mr._Samuel_L","male",49,1,0,"17453",89.1042,"C92","Cherbourg"
"455","455","0","3","Peduzzi,_Mr._Joseph","male",31.7490473409514,0,0,"A/5_2817",8.05,"","Southampton"
"456","456","1","3","Jalsevac,_Mr._Ivan","male",29,0,0,"349240",7.8958,"","Cherbourg"
"457","457","0","1","Millet,_Mr._Francis_Davis","male",65,0,0,"13509",26.55,"E38","Southampton"
"458","458","1","1","Kenyon,_Mrs._Frederick_R_(Marion)","female",28.0439387485613,1,0,"17464",51.8625,"D21","Southampton"
"459","459","1","2","Toomey,_Miss._Ellen","female",50,0,0,"F.C.C._13531",10.5,"","Southampton"
"460","460","0","3","O'Connor,_Mr._Maurice","male",31.7289638662255,0,0,"371060",7.75,"","Queenstown"
"461","461","1","1","Anderson,_Mr._Harry","male",48,0,0,"19952",26.55,"E12","Southampton"
"462","462","0","3","Morley,_Mr._William","male",34,0,0,"364506",8.05,"","Southampton"
"463","463","0","1","Gee,_Mr._Arthur_H","male",47,0,0,"111320",38.5,"E63","Southampton"
"464","464","0","2","Milling,_Mr._Jacob_Christian","male",48,0,0,"234360",13,"","Southampton"
"465","465","0","3","Maisner,_Mr._Simon","male",31.7490473409514,0,0,"A/S_2816",8.05,"","Southampton"
"466","466","0","3","Goncalves,_Mr._Manuel_Estanslas","male",38,0,0,"SOTON/O.Q._3101306",7.05,"","Southampton"
"467","467","0","2","Campbell,_Mr._William","male",31.21014076914,0,0,"239853",0,"","Southampton"
"468","468","0","1","Smart,_Mr._John_Montgomery","male",56,0,0,"113792",26.55,"","Southampton"
"469","469","0","3","Scanlan,_Mr._James","male",31.7272902433317,0,0,"36209",7.725,"","Queenstown"
"470","470","1","3","Baclini,_Miss._Helene_Barbara","female",0.75,2,1,"2666",19.2583,"","Cherbourg"
"471","471","0","3","Keefe,_Mr._Arthur","male",31.695491408349,0,0,"323592",7.25,"","Southampton"
"472","472","0","3","Cacic,_Mr._Luka","male",38,0,0,"315089",8.6625,"","Southampton"
"473","473","1","2","West,_Mrs._Edwy_Arthur_(Ada_Mary_Worth)","female",33,1,2,"C.A._34651",27.75,"","Southampton"
"474","474","1","2","Jerwan,_Mrs._Amin_S_(Marie_Marthe_Thuillard)","female",23,0,0,"SC/AH_Basle_541",13.7917,"D","Cherbourg"
"475","475","0","3","Strandberg,_Miss._Ida_Sofia","female",22,0,0,"7553",9.8375,"","Southampton"
"476","476","0","1","Clifford,_Mr._George_Quincy","male",34.6912763882943,0,0,"110465",52,"A14","Southampton"
"477","477","0","2","Renouf,_Mr._Peter_Henry","male",34,1,0,"31027",21,"","Southampton"
"478","478","0","3","Braund,_Mr._Lewis_Richard","male",29,1,0,"3460",7.0458,"","Southampton"
"479","479","0","3","Karlsson,_Mr._Nils_August","male",22,0,0,"350060",7.5208,"","Southampton"
"480","480","1","3","Hirvonen,_Miss._Hildur_E","female",2,0,1,"3101298",12.2875,"","Southampton"
"481","481","0","3","Goodwin,_Master._Harold_Victor","male",9,5,2,"CA_2144",46.9,"","Southampton"
"482","482","0","2","Frost,_Mr._Anthony_Wood_""Archie""","male",31.21014076914,0,0,"239854",0,"","Southampton"
"483","483","0","3","Rouse,_Mr._Richard_Henry","male",50,0,0,"A/5_3594",8.05,"","Southampton"
"484","484","1","3","Turkula,_Mrs._(Hedwig)","female",63,0,0,"4134",9.5875,"","Southampton"
"485","485","1","1","Bishop,_Mr._Dickinson_H","male",25,1,0,"11967",91.0792,"B49","Cherbourg"
"486","486","0","3","Lefebre,_Miss._Jeannie","female",19.9535375018489,3,1,"4133",25.4667,"","Southampton"
"487","487","1","1","Hoyt,_Mrs._Frederick_Maxfield_(Jane_Anne_Forby)","female",35,1,0,"19943",90,"C93","Southampton"
"488","488","0","1","Kent,_Mr._Edward_Austin","male",58,0,0,"11771",29.7,"B37","Cherbourg"
"489","489","0","3","Somerton,_Mr._Francis_William","male",30,0,0,"A.5._18509",8.05,"","Southampton"
"490","490","1","3","Coutts,_Master._Eden_Leslie_""Neville""","male",9,1,1,"C.A._37671",15.9,"","Southampton"
"491","491","0","3","Hagland,_Mr._Konrad_Mathias_Reiersen","male",28.7710913344879,1,0,"65304",19.9667,"","Southampton"
"492","492","0","3","Windelov,_Mr._Einar","male",21,0,0,"SOTON/OQ_3101317",7.25,"","Southampton"
"493","493","0","1","Molson,_Mr._Harry_Markland","male",55,0,0,"113787",30.5,"C30","Southampton"
